Bibcode|Year|Title|Authors|Publication|Volume|Issue|Page|Abstract|DOI|Samples
|1974|Evidence of extensive chemical reduction in lunar regolith samples from the Apollo 17 site|Mao, H. K., El Goresy, A., and Bell, P. M.|Proceedings of the 5th Lunar Science Conference|||673-683 |||70017; 70019; 79155|
|1974|Compositional studies of the lunar regolith at the Apollo 17 site|Miller, M. D., Pacer, R. A., Ma, M.-S., Hawke, B. R., Lookhart, G. L., and Ehmann, W. D.|Proceedings of the 5th Lunar Science Conference|||1079-1086 |||70017; 70215; 71055; 73235; 74275; 75035; 79035|
|1974|Magnetic properties and natural remanent magnetization of Apollo 16 and 17 lunar samples (abs)|Nagata, T., Sugiura, N., Fisher, R. M., Schwerer, F. C., Fuller, M. D., and Dunn, J. R.|Proceedings of the 5th Lunar Science Conference|||540-542 |||70017; 70215; 77017|
|1974|Magnetic properties of Apollo 11-17 lunar materials with special reference to effects of meteorite impact|Nagata, T., Sugiura, N., Fisher, R. M., Schwerer, F. C., Fuller, M. D., and Dunn, J. R.|Proceedings of the 5th Lunar Science Conference|||2827-2839 |||70017; 70215; 73275; 74275; 77017; 78155|
|1974|Chemical compositions of some soils and rock types from the Apollo 15, 16, and 17 lunar sites|Nava, D. F.|Proceedings of the 5th Lunar Science Conference|2||1087-1096 |||70017; 76055|
|1974|Chemistry of some rock types and soils from the Apollo 15, 16 and 17 lunar sites (abs)|Nava, D. F.|Proceedings of the 5th Lunar Science Conference|||547-549 |||70017; 76055|
|1974|A mineralogical study of rock 70017, an ilmenite-rich basalt, by high voltage electron microscopy (abs)|Nord, G. L., Lally, J. S., Heuer, A. H., Christie, J. M., Radcliffe, S. V., Fisher, R. M., and Griggs, D. T.|Proceedings of the 5th Lunar Science Conference|||556-558 |||70017|
|1974|Experimental petrology of high titanium basalt (abs)|O'Hara, M. J., Biggar, G. M., Humphries, D. J., and Saha, P.|Proceedings of the 5th Lunar Science Conference|||571-573 |||70017|
|1974|Light element geochemistry of the Apollo 17 site|Petrowski, C., Kerridge, J. F., and Kaplan, I. R.|Proceedings of the 5th Lunar Science Conference|||1939-1948 |||70017; 70019; 70215; 74275; 75035; 75075; 77017; 77035; 77135|
|1974|Origin of Apollo 17 rocks and soils|Philpotts, J. A., Schuhmann, S., Kouns, C. W., Lum, R. K. L., and Winzer, S. R.|Proceedings of the 5th Lunar Science Conference|||1255-1267 |||70017; 71055; 73235; 75035; 76055; 79135|
|1974|Lithophile trace elements in Apollo 17 soils (abs)|Philpotts, J. A., Schuhmann, S., Kouns, C. W., and Lum, R. K. L.|Proceedings of the 5th Lunar Science Conference|||599-601 |||70017; 76055; 79135|
|1974|The relationships between geology and soil chemistry at the Apollo 17 landing site|Rhodes, J. M., Rodgers, K. V., Shih, C.-Y., Bansal, B. M., Nyquist, L. E., Wiesmann, H., and Hubbard, N. J.|Proceedings of the 5th Lunar Science Conference|2||1097-1117 |||70017; 70019; 70215; 72275; 72415; 73235; 73275; 75075; 76015; 76055; 76315; 76535; 77135; 79135|
|1974|Composition of some Apollo 17 samples (abs)|Rose, H. J., Brown, F. W., Carron, M. K., Christian, R. P., Cuttitta, F., Dwornik, E. J., and Ligon, D. T.|Proceedings of the 5th Lunar Science Conference|||645-647 |||70017; 79135|
|1974|Chemical composition of rocks and soils at Taurus-Littrow|Rose, H. J., Cuttitta, F., Berman, S., Brown, F. W., Carron, M. K., Christian, R. P., Dwornik, E. J., and Greenland, L. P.|Proceedings of the 5th Lunar Science Conference|||1119-1133 |||70017; 70215; 71055; 72275; 75075; 79135|
|1974|Magnetic properties of Apollo 16 and 17 rocks ñ interim report (abs)|Runcorn, S. K., Collinson, D. W., and Stephenson, A.|Proceedings of the 5th Lunar Science Conference|||653-654 |||70017; 70215; 76315|
|1974|Experimental liquid line of descent and liquid immiscibility for basalt 70017|Rutherford, M. J., Hess, P. C., and Daniel, G. H.|Proceedings of the 5th Lunar Science Conference|||569-583 |||70017|
|1974|Liquid lines of descent and liquid immiscibility in high Ti lunar basalt (abs)|Rutherford, M. J., Hess, P. C., and Daniel, G. H.|Proceedings of the 5th Lunar Science Conference|||657-659 |||70017|
|1974|Lunar magnetic field paleointensity determinations on Apollo 11, 16, and 17 rocks|Stephenson, A., Collinson, D. W., and Runcorn, S. K.|Proceedings of the 5th Lunar Science Conference|||2859-2871 |||70017; 70215; 76315; 77035|
|1974|A search for trivalent titanium in Apollo 17 pyroxenes (abs)|Sung, C.-M., Abu-Eid, R. M., and Burns, R. G.|Proceedings of the 5th Lunar Science Conference|||758-760 |||70017; 71055; 74275|
|1974|Ti3+/Ti4+ ratios in lunar pyroxenes: implications to depth of origin of mare basalt magma|Sung, C.-M., Abu-Eid, R. M., and Burns, R. G.|Proceedings of the 5th Lunar Science Conference|||717-726 |||70017; 71055; 74275|
|1974|Formational history of lunar rocks: applications of experimental geochemistry of the opaque minerals|Taylor, L. A. and Williams, K. L.|Proceedings of the 5th Lunar Science Conference|||585-596 |||70017; 75035; 77017|
|1974|Experimental petrology and origin of titaniferous lunar basalts (abs)|Walker, D., Longhi, J., Stolper, E., Grove, T. L., and Hays, J. F.|Proceedings of the 5th Lunar Science Conference|||814-816 |||70017; 70215|
|1974|22Na-26Al chronology of lunar surface processes|Yokoyama, Y., Reyss, J. L., and Guichard, F.|Proceedings of the 5th Lunar Science Conference|||2231-2247 |||70017; 70019; 70135; 70175; 70185; 70255; 70275; 71035; 71135; 71136; 71155; 71175; 72255; 72315; 72415; 73215; 73255; 73275; 75035; 75055; 76215; 76255; 76275; 76295; 77135; 78135; 78235; 78505; 79155|
|1974|Comparative studies of impact glasses and breccias (abs)|Fredriksson, K., Brenner, P., Nelen, J. A., Noonan, A. F., Dube, A., and Reid, A.|Proceedings of the 5th Lunar Science Conference|||245-247 |||70019; 79035|
|1974|Oxygen isotopic constraints on the composition of the Moon|Grossman, L., Clayton, R. N., and Mayeda, T. K.|Proceedings of the 5th Lunar Science Conference|||1207-1212 |||70019|
|1974|Determination of natural and cosmic ray induced radionuclides in Apollo 17 lunar samples|Keith, J. E., Clark, R. S., and Bennett, L. J.|Proceedings of the 5th Lunar Science Conference|||2121-2138 |||70019; 70175; 70255; 70275; 71155; 72255; 72315; 72355; 72415; 76215; 76535; 78135; 78235; 78255; 78505|
|1974|Hydrogen and fluorine in the surfaces of lunar samples|Leich, D. A., Goldberg, R. H., Burnett, D. S., and Tombrello, T. A.|Proceedings of the 5th Lunar Science Conference|||1869-1884 |||70019; 75075|
|1974|Orange glasses: Reaction of molten liquids with Apollo 17 soil breccia-70019 and gabbro-79155 (abs)|Mao, H. K., El Goresy, A., and Bell, P. M.|Proceedings of the 5th Lunar Science Conference|||489-491 |||70019; 79155|
|1974|Solar wind and cosmic radiation history of Taurus-Littrow regolith (abs)|Eberhardt, P., Eugster, O., Geiss, J., Graf, H., Grˆgler, N., Guggisberg, S., Jungk, M., Maurer, P., Morgeli, M., and Stettler, A.|Proceedings of the 5th Lunar Science Conference|||197-199 |||70035; 74275|
|1974|Sulfur abundances and distributions in the valley of Taurus-Littrow|Gibson, E. K. and Moore, G. W.|Proceedings of the 5th Lunar Science Conference|||1823-1837 |||70035; 70215; 72275; 72415; 72435; 73275; 74275; 75035; 75055; 76015; 76055; 76315; 77017; 77135; 78155; 79135|
|1974|Sulfur abundances in the valley of Taurus-Littrow|Gibson, E. K. and Moore, G. W.|Proceedings of the 5th Lunar Science Conference|||1823-1837 |||70035; 70215; 72275; 72415; 72435; 73275; 74275; 75035; 75055; 76015; 76055; 76315; 77017; 77135; 78155; 79135|
|1974|Total sulfur abundances and distributions in the valley of Taurus- Littrow: Evidence of mixing (abs)|Gibson, E. K. and Moore, G. W.|Proceedings of the 5th Lunar Science Conference|||267-269 |||70035; 70215; 72275; 72415; 72435; 73275; 74275; 75035; 75055; 76055; 76315; 77017; 77135; 78155; 79135|
|1974|Taurus-Littrow chronology: some constraints on early lunar crustal development|Nyquist, L. E., Bansal, B. M., Wiesmann, H., and Jahn, B.-M.|Proceedings of the 5th Lunar Science Conference|||1515-1539 |||70035; 72275; 72435; 73235; 73275; 76015; 76055; 76315; 77017; 77135; 78155; 79135|
|1974|Mare basalts from the Taurus-Littrow region of the moon|Papike, J. J., Bence, A. E., and Lindsley, D. H.|Proceedings of the 5th Lunar Science Conference|||471-504 |||70035|
|1974|Magnetism of the Apollo 17 samples (abs)|Pearce, G. W., Gose, W. A., and Strangway, D. W.|Proceedings of the 5th Lunar Science Conference|||590-592 |||70035; 70215; 72275; 72415; 72435; 74275; 75035; 75055; 76015; 76055; 76315; 77017; 77135; 78155; 79135|
|1974|Magnetic properties of Apollo samples and implications for regolith formation|Pearce, G. W., Strangway, D. W., and Gose, W. A.|Proceedings of the 5th Lunar Science Conference|||2815-2826 |||70035; 70215; 72275; 72415; 72435; 74275; 75035; 75055; 76015; 76315; 77017; 77135; 78155; 79135|
|1974|Primordial radioelement concentrations in rocks and soils from Taurus-Littrow|Eldridge, J. S., O'Kelley, G. D., and Northcutt, K. J.|Proceedings of the 5th Lunar Science Conference|||1025-1033 |||70135; 70185; 70215; 71135; 71136; 71175; 71566; 73215; 73255; 73275; 76295; 78597; 79155|
|1974|Chemical studies of Apollo 16 and 17 samples|Laul, J. C., Hill, D. W., and Schmitt, R. A.|Proceedings of the 5th Lunar Science Conference|||1047-1066 |||70135; 72155; 72315; 72335; 72355; 72375; 72395; 75035; 77017; 79035|
|1974|Cosmogenic radionuclides in samples from Taurus-Littrow: Effects of the solar flare of August 1972|O'Kelley, G. D., Eldridge, J. S., and Northcutt, K. J.|Proceedings of the 5th Lunar Science Conference|||2139-2147 |||70135; 70185; 71135; 71136; 71175; 71566; 73215; 73255; 73275; 76295; 78597; 79155|
|1974|Electrical properties of sample 70215|Alvarez, R.|Proceedings of the 5th Lunar Science Conference|||2663-2671 |||70215|
|1974|Electrical properties of sample 70215 in the temperature range of 100 to 373∞K (abs)|Alvarez, R.|Proceedings of the 5th Lunar Science Conference|||15-17 |||70215|
|1974|Lunar microcrater studies, derived meteoroid fluxes, and comparison with satellite-borne experiments|Fechtig, H., Hartung, J. B., Nagel, K., Neukum, G., and Storzer, D.|Proceedings of the 5th Lunar Science Conference|||2463-2474 |||70215; 74275; 77135; 79155|
|1974|Cosmic ray irradiation pattern at the Apollo 17 site: implications to lunar regolith dynamics|Goswami, J. N. and Lal, D.|Proceedings of the 5th Lunar Science Conference|||2643-2662 |||70215; 73275; 74275; 79215|
|1974|Petrology and petrogenesis of Apollo 17 basalts and Apollo 17 orange glass (abs)|Green, D. H., Ringwood, A. E., Ware, N. G., and Hibberson, W. O.|Proceedings of the 5th Lunar Science Conference|||287-289 |||70215; 74275|
|1974|39Ar-40Ar-chronology of the Taurus-Littrow region II: A 4.28 b.y. old troctolite and ages of basalts and highland breccias (abs)|Kirsten, T. and Horn, P.|Proceedings of the 5th Lunar Science Conference|||419-421 |||70215; 77017|
|1974|Chronology of the Taurus-Littrow region III: ages of mare basalts and highland breccias and some remarks about the interpretation of lunar highland rock ages|Kirsten, T. and Horn, P.|Proceedings of the 5th Lunar Science Conference|||1451-1475 |||70215; 75055; 76055; 77017; 79155|
|1974|Possible REE anomalies of Apollo 17 REE patterns|Masuda, A., Tanaka, T., Nakamura, N., and Kurasawa, H.|Proceedings of the 5th Lunar Science Conference|||1247-1253 |||70215; 73235; 75075|
|1974|Deuterium, hydrogen, and water content of lunar material|Merlivat, L., Lelu, M., Nief, G., and Roth, E.|Proceedings of the 5th Lunar Science Conference|||1885-1895 |||70215; 75035|
|1974|Elastic-wave velocities and thermal diffusivities of Apollo 17 rocks and their geophysical implications|Mizutani, H. and Osako, M.|Proceedings of the 5th Lunar Science Conference|||2891-2901 |||70215; 73235; 74275; 77017|
|1974|Total carbon and sulfur contents of Apollo 17 lunar samples|Moore, C. B., Lewis, C. F., and Cripe, J. D.|Proceedings of the 5th Lunar Science Conference|||1897-1906 |||70215; 71055; 72275; 72395; 73235; 75035; 77017; 78155; 79135|
|1974|Lunar basins: Tentative characterization of projectiles, from meteoritic dements in Apollo 17 boulders|Morgan, J. W., Ganapathy, R., Higuchi, H., Krahenbuhl, U., and Anders, E.|Proceedings of the 5th Lunar Science Conference|||1703-1736 |||70215; 72255; 72275; 73235; 73275; 75035; 76315; 76535; 77017; 77075; 77135; 78155; 79035; 79155|
|1974|Solar wind nitrogen and indigenous nitrogen in Apollo 17 lunar samples|M¸ller, O.|Proceedings of the 5th Lunar Science Conference|||1907-1918 |||70215; 77017; 79155|
|1974|Elastic wave velocities and thermal diffusivities of Apollo 17 rocks (abs)|Osako, M. and Mizutani, H.|Proceedings of the 5th Lunar Science Conference|||518-519 |||70215; 73235; 74275; 77017|
|1974|Sulfur concentrations and isotope ratios in Apollo 16 and 17 samples|Rees, C. E. and Thode, H. G.|Proceedings of the 5th Lunar Science Conference|||1963-1973 |||70215; 73235; 74275; 79135|
|1974|Determination of REE and Ba in five Apollo 17 samples (abs)|Tanaka, T., Masuda, A., Kurasawa, H., and Nakamura, N.|Proceedings of the 5th Lunar Science Conference|||772-774 |||70215; 73235|
|1974|Ultrasonic attenuation: Q measurements on 70215,29|Warren, N., Trice, R., and Stephens, J.|Proceedings of the 5th Lunar Science Conference|||2927-2938 |||70215|
|1974|Anisotropy of the August 4-7, 1972 solar flares at the Apollo 17 site (abs)|Rancitelli, L. A., Perkins, R. W., Felix, W. D., and Wogman, N. A.|Proceedings of the 5th Lunar Science Conference|||618-620 |||71035; 71155; 75055; 76255; 76275; 76295; 78135|
|1974|Solar flare and lunar surface process characterization at the Apollo 17 site|Rancitelli, L. A., Perkins, R. W., Felix, W. D., and Wogman, N. A.|Proceedings of the 5th Lunar Science Conference|||2185-2203 |||71035; 71155; 75055; 76255; 76275; 76295; 77135; 78135|
|1974|Volatile and siderophile trace elements in the soils and rocks of Taurus-Littrow|Baedecker, P. A., Chou, C.-L., Sundberg, L. L., and Wasson, J. T.|Proceedings of the 5th Lunar Science Conference|||1625-1643 |||71055; 79135; 79155|
|1974|Liquid-solid equilibria in lunar rocks from Apollo 15, 16 and 17, and phase relations in parts of the system CaMgSi2O6-CaFeSi2O6-Fe2SiO4-CaAl2Si2O8 (abs)|Muan, A., Lofall, T., and Ma, C.-B.|Proceedings of the 5th Lunar Science Conference|||529-530 |||71055; 75075|
|1974|Carbon compounds in Apollo 17 lunar samples: Indications of cometary contribution to breccia 78155? (abs)|Sill, G. T., Nagy, B., Nagy, L. A., Hamilton, P. B., McEwan, W. S., and Urey, H. C.|Proceedings of the 5th Lunar Science Conference|||704-705 |||71055; 78155|
|1974|The lunar time scale and a summary of isotopic evidence for a terminal lunar cataclysm (abs)|Tera, F., Papanastassiou, D. A., and Wasserburg, G. J.|Proceedings of the 5th Lunar Science Conference|||792-794 |||71055; 72417; 76535|
|1974|Rock elastic properties and near-surface structure of Taurus-Littrow|Trice, R., Warren, N., and Anderson, O. L.|Proceedings of the 5th Lunar Science Conference|||2903-2911 |||71055|
|1974|Microscopic and thermomagnetic analysis of Apollo 17 breccia and basalt: feasibility of obtaining meaningful paleointensities of the lunar magnetic field (abs)|Watson, D. E., Larson, E. E., and Reynolds, R. L.|Proceedings of the 5th Lunar Science Conference|||827-829 |||71055; 73235|
|1974|Description, classification and inventory of 113 Apollo 17 rake samples from stations 1A, 2, 7 and 8|Keil, K., Dowty, E., and Prinz, M.|||||||71507; 71508; 71509; 71515; 71525; 71526; 71527; 71528; 71529; 71535; 71536; 71537; 71538; 71539; 71545; 71546; 71547; 71548; 71549; 71555; 71556; 71557; 71558; 71559; 71565; 71566; 71567; 71568; 71569; 71575; 71576; 71577; 71578; 71579; 71585; 71586; 71587; 71588; 71589; 71595; 71596; 71597; 72535; 72536; 72539; 72548; 72549; 72558; 72559; 72735; 72736; 72738; 73219; 77515; 77516; 77517; 77518; 77535; 77536; 77538; 77539; 77545; 78505; 78526; 78527; 78535; 78537; 78546; 78547; 78548; 78549; 78555; 78567; 78568; 78569; 78575; 78576; 78578; 78579; 78586; 78587; 78588; 78589; 78595; 78596; 78597; 78598; 78599|
|1974|U-Th-Pb systematics of some Apollo 17 lunar samples and implications for a lunar basin excavation chronology|Nunes, P. D., Tatsumoto, M., and Unruh, D. M.|Proceedings of the 5th Lunar Science Conference|2||1487-1514 |||71569; 72155; 72255; 72275; 74235; 74255; 74275; 75035; 75055; 77017; 78155; 79155|
|1974|Petrography and classification of Apollo 17 non-mare rocks with emphasis on samples from the Station 6 boulder|Simonds, C. H., Phinney, W. C., and Warner, J. L.|Proceedings of the 5th Lunar Science Conference|||337-353 |||72215; 72235; 72255; 72275; 72315; 72335; 72355; 72395; 72415; 72435; 73215; 73235; 73255; 73275; 76015; 76055; 76215; 76235; 76255; 76275; 76295; 76315; 76535; 77017; 77035; 77075; 77115; 77135; 77215; 78155; 78235; 79215|
|1974|Petrology of a stratified boulder from South Massif, Taurus-Littrow|Stoeser, D. B., Marvin, U. B., Wood, J. A., Wolfe, R. W., and Bower, J. F.|Proceedings of the 5th Lunar Science Conference|||355-377 |||72215; 72235; 72255; 72275|
